"Record ID","About Us","Annual Revenue","Campaign of last booking in meetings tool","City","Close Date","Company Domain Name","Company Keywords","Company name","Company owner","Country/Region","Country/Region Code","Create Date","Created by user ID","Current Customer","Date of last meeting booked in meetings tool","Days to Close","Demo Company ID","Demo Created Date","Description","Domain status","Employee range","Facebook Company Page","Facebook Fans","First Contact Create Date","First Conversion","First Conversion Date","First Deal Created Date","First Touch Converting Campaign","Google Plus Page","GTM Industry","Has been enriched","HubSpot Team","ICP Fit","Ideal Customer Profile Tier","Industry","Industry group","Intent Signals active","Is Public","Last Activity Date","Last Booked Meeting Date","Last Contacted","Last Engagement Date","Last Logged Call Date","Last Logged Outgoing Email Date","Last Modified Date","Last Open Task Date","Last Touch Converting Campaign","Latest suggested contact date","Latest Suggested Contact Timestamp","Latest Traffic Source","Latest Traffic Source Data 1","Latest Traffic Source Data 2","Latest Traffic Source Timestamp","Lead Status","Lifecycle Stage","LinkedIn Bio","LinkedIn Company Page","Linkedin handle","Logo URL","Max recommendation score","Medium of last booking in meetings tool","Merged Company IDs","Next Activity Date","Next Renewal Date","Number of Active Contracts","Number of Associated Contacts","Number of Associated Deals","Number of blockers","Number of child companies","Number of contacts with a buying role","Number of decision makers","Number of Employees","Number of Form Submissions","Number of open deals","Number of Pageviews","Number of Sessions","Number of times contacted","Original Traffic Source","Original Traffic Source Drill-Down 1","Original Traffic Source Drill-Down 2","Owner assigned date","Parent Company","Phone Number","Plays","Postal Code","Potential Pain Point","Quick context","Reason To Reach Out","Recent Conversion","Recent Conversion Date","Recent Deal Amount","Recent Deal Close Date","Recent Intent Signals","Record source","Record source detail 1","Record source detail 2","Record source detail 3","Redirect domain","Redirect URL","Revenue Band","Revenue range","Source of last booking in meetings tool","State/Region","State/Region Code","Street Address","Street Address 2","Suggested Contact Count","Target Account","Time First Seen","Time Last Seen","Time of First Session","Time of Last Session","Time Zone","Total Money Raised","Total open deal value","Total Revenue","Twitter Bio","Twitter Followers","Twitter Handle","Type","Updated by user ID","Web Technologies","Website URL","Year Founded","Additional Domains"
"445777005767","","","","Munich","","patientsolutions.example.com","","PatientSolutions","","Germany","","2026-09-02 03:58","","","","","COMP-050","2026-07-04","PatientSolutions develops products and services for organizations working in medical devices.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Medical Devices","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","1.0","1.0","0.0","0.0","0.0","0.0","180.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Limited visibility into customer journeys","","","","","","","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","5000.0","","","","","","","","patientsolutions.example.com","",""
"445777005766","","","","Cologne","","patientmedical.example.com","","PatientMedical","","Germany","","2026-09-02 03:58","","","","","COMP-049","2025-10-13","PatientMedical develops products and services for organizations working in healthcare technology.","","","","","2026-09-02 03:58","","","","","","Healthcare Technology","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","3.0","","0.0","0.0","0.0","0.0","1400.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€100M+","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","patientmedical.example.com","",""
"445777005765","","","","London","","patienthealth.example.com","","PatientHealth","","United Kingdom","","2026-09-02 03:58","","","","","COMP-048","2025-08-22","PatientHealth develops products and services for organizations working in pharmaceuticals.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Pharmaceuticals","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","5.0","3.0","0.0","0.0","0.0","0.0","85.0","","3.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Scattered customer intelligence","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","22500.0","","","","","","","","patienthealth.example.com","",""
"445777005764","","","","Cologne","2026-09-02 03:58","patientdigital.example.com","","PatientDigital","","Germany","","2026-09-02 03:58","","","","0.0","COMP-047","2025-02-09","PatientDigital develops products and services for organizations working in medical devices.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Medical Devices","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","3.0","3.0","0.0","0.0","0.0","0.0","60.0","","2.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Limited visibility into customer journeys","","","","","45000.0","2026-08-02 20:00","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","75000.0","45000.0","","","","","","","patientdigital.example.com","",""
"445777005763","","","","Paris","","novasolutions.example.com","","NovaSolutions","","France","","2026-09-02 03:58","","","","","COMP-046","2026-02-26","NovaSolutions develops products and services for organizations working in healthcare technology.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Healthcare Technology","","","Low","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","4.0","2.0","0.0","0.0","0.0","0.0","60.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Limited visibility into customer journeys","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","45000.0","","","","","","","","novasolutions.example.com","",""
"445777005762","","","","Paris","","novahealth.example.com","","NovaHealth","","France","","2026-09-02 03:58","","","","","COMP-045","2025-07-01","NovaHealth develops products and services for organizations working in biotechnology.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Biotechnology","","","Low","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","5.0","1.0","0.0","0.0","0.0","0.0","85.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","22000.0","","","","","","","","novahealth.example.com","",""
"445777005761","","","","Rotterdam","2026-09-02 03:58","novacare.example.com","","NovaCare","","Netherlands","","2026-09-02 03:58","","","","0.0","COMP-044","2025-12-29","NovaCare develops products and services for organizations working in pharmaceuticals.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Pharmaceuticals","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","7.0","5.0","0.0","0.0","0.0","0.0","1400.0","","3.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","30000.0","2026-08-22 20:00","","Integration","AI GTM Command Center","","","","","€100M+","","","","","","","","","2026-09-02 03:58","","","","","","115000.0","30000.0","","","","","","","novacare.example.com","",""
"445777005760","","","","Hamburg","2026-09-02 03:58","novabio.example.com","","NovaBio","","Germany","","2026-09-02 03:58","","","","0.0","COMP-043","2025-02-10","NovaBio develops products and services for organizations working in clinical research.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Clinical Research","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","4.0","3.0","0.0","0.0","0.0","0.0","60.0","","2.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Fragmented customer and patient feedback","","","","","30000.0","2026-08-25 20:00","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","85000.0","30000.0","","","","","","","novabio.example.com","",""
"445777005759","","","","Munich","","nexasystems.example.com","","NexaSystems","","Germany","","2026-09-02 03:58","","","","","COMP-042","2026-01-14","NexaSystems develops products and services for organizations working in life sciences.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Life Sciences","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","4.0","2.0","0.0","0.0","0.0","0.0","2500.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€100M+","","","","","","","","","2026-09-02 03:58","","","","","","15000.0","","","","","","","","nexasystems.example.com","",""
"445777005758","","","","Hamburg","","nexasolutions.example.com","","NexaSolutions","","Germany","","2026-09-02 03:58","","","","","COMP-041","2025-01-10","NexaSolutions develops products and services for organizations working in health analytics.","","","","","2026-09-02 03:58","","","","","","Health Analytics","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","650.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Limited visibility into customer journeys","","","","","","","","Integration","AI GTM Command Center","","","","","€50M–€100M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","nexasolutions.example.com","",""
"445777005757","","","","Amsterdam","","nexaresearch.example.com","","NexaResearch","","Netherlands","","2026-09-02 03:58","","","","","COMP-040","2025-09-26","NexaResearch develops products and services for organizations working in healthcare technology.","","","","","2026-09-02 03:58","","","","","","Healthcare Technology","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","4.0","","0.0","0.0","0.0","0.0","25.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Slow identification of market needs","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","nexaresearch.example.com","",""
"445777005756","","","","Amsterdam","2026-09-02 03:58","nexamedical.example.com","","NexaMedical","","Netherlands","","2026-09-02 03:58","","","","0.0","COMP-039","2026-03-10","NexaMedical develops products and services for organizations working in health analytics.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Health Analytics","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","2.0","1.0","0.0","0.0","0.0","0.0","120.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Fragmented customer and patient feedback","","","","","15000.0","2026-08-02 20:00","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","","15000.0","","","","","","","nexamedical.example.com","",""
"445777005755","","","","Amsterdam","","nexahealth.example.com","","NexaHealth","","Netherlands","","2026-09-02 03:58","","","","","COMP-038","2025-07-28","NexaHealth develops products and services for organizations working in medical devices.","","","","","2026-09-02 03:58","","","","","","Medical Devices","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","5.0","","0.0","0.0","0.0","0.0","900.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€50M–€100M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","nexahealth.example.com","",""
"445777005754","","","","Hamburg","","nexabio.example.com","","NexaBio","","Germany","","2026-09-02 03:58","","","","","COMP-037","2025-06-09","NexaBio develops products and services for organizations working in medical devices.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","healthcare tech","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","5.0","1.0","0.0","0.0","0.0","0.0","40.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Fragmented customer and patient feedback","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","5000.0","","","","","","","","nexabio.example.com","",""
"445777004793","","","","Amsterdam","2026-09-02 03:58","medisystems.example.com","","MediSystems","","Netherlands","","2026-09-02 03:58","","","","0.0","COMP-036","2025-04-17","MediSystems develops products and services for organizations working in healthcare technology.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Digital healthcare","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","6.0","1.0","0.0","0.0","0.0","0.0","1400.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Time-consuming research workflows","","","","","15000.0","2026-08-02 20:00","","Integration","AI GTM Command Center","","","","","€100M+","","","","","","","","","2026-09-02 03:58","","","","","","","15000.0","","","","","","","medisystems.example.com","",""
"445777004792","","","","Rotterdam","","medisolutions.example.com","","MediSolutions","","Netherlands","","2026-09-02 03:58","","","","","COMP-035","2026-03-25","MediSolutions develops products and services for organizations working in life sciences.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Life Sciences","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","3.0","1.0","0.0","0.0","0.0","0.0","85.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Slow identification of market needs","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","60000.0","","","","","","","","medisolutions.example.com","",""
"445777004791","","","","Munich","","medihealth.example.com","","MediHealth","","Germany","","2026-09-02 03:58","","","","","COMP-034","2025-05-16","MediHealth develops products and services for organizations working in life sciences.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Life Sciences","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","2.0","1.0","0.0","0.0","0.0","0.0","650.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€50M–€100M","","","","","","","","","2026-09-02 03:58","","","","","","80000.0","","","","","","","","medihealth.example.com","",""
"445777004790","","","","Rotterdam","2026-09-02 03:58","medidigital.example.com","","MediDigital","","Netherlands","","2026-09-02 03:58","","","","0.0","COMP-033","2026-07-31","MediDigital develops products and services for organizations working in life sciences.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Life Sciences","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","6.0","2.0","0.0","0.0","0.0","0.0","25.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Scattered customer intelligence","","","","","30000.0","2026-08-23 20:00","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","7500.0","30000.0","","","","","","","medidigital.example.com","",""
"445777004789","","","","Amsterdam","","lumasolutions.example.com","","LumaSolutions","","Netherlands","","2026-09-02 03:58","","","","","COMP-032","2026-04-14","LumaSolutions develops products and services for organizations working in clinical research.","","","","","2026-09-02 03:58","","","","","","Clinical Research","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","60.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Limited visibility into customer journeys","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","lumasolutions.example.com","",""
"445777004788","","","","Rotterdam","2026-09-02 03:58","lumamedical.example.com","","LumaMedical","","Netherlands","","2026-09-02 03:58","","","","0.0","COMP-031","2025-09-02","LumaMedical develops products and services for organizations working in medical devices.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Medical Devices","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","6.0","5.0","0.0","0.0","0.0","0.0","85.0","","3.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Limited visibility into customer journeys","","","","","10000.0","2026-07-31 20:00","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","220000.0","10000.0","","","","","","","lumamedical.example.com","",""
"445777004787","","","","Berlin","2026-09-02 03:58","lumadigital.example.com","","LumaDigital","","Germany","","2026-09-02 03:58","","","","0.0","COMP-030","2026-06-20","LumaDigital develops products and services for organizations working in life sciences.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Health Tech","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","5.0","3.0","0.0","0.0","0.0","0.0","250.0","","2.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Limited visibility into customer journeys","","","","","15000.0","2026-08-04 20:00","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","37500.0","15000.0","","","","","","","lumadigital.example.com","",""
